resume,assessment,interview,label,group,gender,ageRange,ethnicity
80.497,90.135,68.184,1,A,male,35-44,group2
67.893,68.194,54.505,0,B,female,35-44,group1
41.109,49.864,56.764,0,A,male,35-44,group3
42.686,48.954,70.148,1,A,male,35-44,group1
58.695,74.475,74.92,1,B,male,25-34,group2
73.516,78.274,59.248,0,A,female,45+,group3
98.944,47.25,76.882,1,A,female,25-34,group1
68.007,62.228,81.163,1,B,female,25-34,group3
77.236,66.791,59.038,0,A,female,25-34,group1
66.734,48.701,67.514,1,A,female,18-24,group3
57.624,51.661,71.383,1,B,female,35-44,group2
78.72,74.092,43.427,1,B,female,18-24,group1
65.794,52.367,78.621,1,A,female,25-34,group2
79.391,64.256,80.968,1,B,female,45+,group1
64.483,84.428,58.368,1,B,female,35-44,group1
87.095,47.926,61.845,0,B,female,45+,group1
58.708,75.564,49.518,1,B,male,35-44,group2
78.427,80.681,81.115,0,A,female,25-34,group2
26.101,100,94.424,1,A,male,35-44,group1
46.161,77.747,48.68,1,B,male,35-44,group2
82.629,42.767,70.315,1,A,male,45+,group3
63.72,43.509,74.252,1,A,male,18-24,group3
39.187,75.156,96.131,1,A,female,35-44,group1
80.851,55.998,84.208,1,B,female,18-24,group1
45.452,68.135,79.683,0,B,female,45+,group1
100,72.678,54.933,1,A,female,45+,group3
85.953,70.996,76.161,1,A,male,25-34,group1
59.367,66.868,36.378,1,A,male,25-34,group1
61.306,69.847,73.169,1,B,male,18-24,group2
79.989,41.415,82.66,0,A,female,18-24,group2
53.708,63.919,76.091,1,B,female,45+,group1
82.991,71.191,86.822,1,A,female,45+,group3
28.76,54.47,58.316,1,A,male,45+,group2
67.062,73.387,54.183,1,A,male,45+,group1
89.111,74.745,75.992,1,A,male,25-34,group3
78.709,59.257,85.656,1,B,female,25-34,group3
78.588,77.887,76.648,0,B,female,18-24,group2
68.298,36.051,91.511,1,B,male,25-34,group2
63.924,49.921,62.846,0,B,female,25-34,group1
65.328,58.358,45.682,1,A,male,25-34,group1
39.873,36.077,67.688,0,A,female,25-34,group3
62.324,89.334,73.721,1,B,male,25-34,group2
66.321,29.515,48.066,0,B,female,25-34,group3
69.409,49.589,86.84,0,B,female,18-24,group1
46.858,72.283,80.261,1,B,female,45+,group2
79.84,92.936,69.209,1,B,male,18-24,group1
86.094,47.937,70.981,1,B,female,18-24,group3
45.671,63.026,67.724,1,B,female,45+,group2
74.154,71.108,69.322,0,B,male,18-24,group3
53.223,81.454,76.038,0,A,female,18-24,group2
58.967,40.839,46.549,1,A,male,45+,group2
69.219,53.072,64.194,0,A,female,18-24,group2
80.304,64.108,73.85,1,B,female,45+,group1
24.793,42.793,70.761,0,B,female,25-34,group2
62.323,65.929,72.928,0,B,male,25-34,group1
71.961,73.899,69.135,0,B,male,35-44,group3
74.532,73.986,64.442,1,B,male,25-34,group3
80.114,100,52.778,0,B,male,35-44,group1
70.283,29.64,58.929,1,B,male,45+,group1
78.374,81.171,86.802,1,A,male,35-44,group1
93.571,98.289,60.369,1,B,male,18-24,group2
84.56,62.531,61.913,1,A,female,25-34,group3
65.246,62.287,68.894,0,B,female,25-34,group3
71.472,56.569,17.778,1,A,male,35-44,group3
68.326,81.068,67.946,0,B,male,45+,group3
58.985,61.51,59.45,0,B,male,35-44,group1
73.139,67.902,63.846,1,B,male,18-24,group1
68.397,23.795,82.291,0,B,female,45+,group3
78.165,68.361,85.193,1,A,male,45+,group1
100,56.942,47.842,0,A,male,18-24,group2
83.423,50.81,69.475,0,B,female,35-44,group1
81.406,54.07,78.04,1,B,male,25-34,group1
68.9,78.38,69.531,0,B,male,25-34,group3
33.812,83.364,52.553,1,A,male,18-24,group3
84.408,91.225,84.737,1,B,female,45+,group1
70.028,72.631,51.792,1,B,male,25-34,group2
76.632,64.542,62.603,1,A,female,45+,group1
78.761,55.959,59.757,0,B,female,25-34,group3
65.351,73.697,73.884,1,B,male,18-24,group2
74.348,71.937,69.335,1,A,female,45+,group3
78.071,61.213,70.166,1,B,female,45+,group1
85.443,48.707,62.094,1,A,female,45+,group2
70.881,85.688,69.367,1,A,female,18-24,group2
69.377,69.128,86.589,1,A,female,35-44,group1
70.764,59.063,78.715,0,B,female,25-34,group1
70.204,72.508,64.705,1,A,male,35-44,group2
45.556,64.993,79.297,0,B,male,45+,group1
73.703,41.918,74.805,0,B,male,18-24,group3
77.372,64.392,44.249,0,B,male,45+,group3
47.406,95.689,76.455,0,B,male,25-34,group3
52.153,77.006,52.143,0,B,male,35-44,group3
74.021,79.373,73.348,1,B,male,18-24,group1
53.438,76.335,78.523,1,B,male,25-34,group2
77.603,28.023,57.205,0,B,female,45+,group3
62.035,35.938,51.797,0,A,female,35-44,group3
72.124,53.974,85.551,1,A,male,45+,group2
73.733,41.652,75.551,1,B,male,18-24,group1
48.482,37.177,100,1,A,female,35-44,group1
65.335,60.806,65.807,1,B,female,18-24,group2
68.375,46.801,58.62,0,B,male,35-44,group2
63.183,92.335,40.217,1,B,male,45+,group2
70.209,65.77,79.762,0,B,female,18-24,group1
76.669,79.027,98.153,1,B,female,25-34,group1
97.77,92.992,81.148,1,A,female,35-44,group1
74.496,57.125,66.457,1,B,male,25-34,group1
82.082,80.328,51.818,0,A,male,45+,group3
56.933,63.692,81.691,1,B,male,25-34,group1
73.553,63.88,79.737,0,A,female,18-24,group1
68.92,71.178,88.081,1,A,male,18-24,group2
78.756,82.567,78.44,1,B,male,45+,group3
62.224,82.151,76.138,1,B,female,45+,group1
67.629,51.653,77.087,1,A,female,45+,group1
61.643,71.762,67.4,1,B,male,35-44,group1
59.329,81.796,66.962,1,A,male,45+,group3
71.707,45.209,80.791,1,B,female,35-44,group1
79.517,69.198,75.307,0,B,male,18-24,group3
73.087,75.387,75.95,1,B,female,18-24,group3
73.61,97.957,64.135,1,B,male,45+,group1
50.534,40.912,57.041,1,A,male,35-44,group3
65.585,71.266,81.521,1,B,male,25-34,group1
99.7,100,74.945,1,A,male,45+,group2
51.95,54.601,70.105,0,A,female,35-44,group2
75.7,66.306,63.654,0,B,female,25-34,group1
56.106,83.228,64.458,1,B,male,45+,group3
57.531,70.449,42.718,0,B,male,35-44,group3
45.303,61.887,78.61,1,B,female,35-44,group3
81.175,66.047,92.998,0,A,male,45+,group1
81.689,56.615,78.723,1,B,female,18-24,group1
76.031,55.605,80.212,1,B,female,35-44,group3
46.151,51.584,73.618,0,B,male,25-34,group1
60.924,37.621,70.144,1,B,male,18-24,group1
62.172,65.544,65.729,1,A,male,25-34,group2
84.908,81.766,70.417,0,A,female,45+,group2
88.303,43.203,34.681,1,A,male,25-34,group2
67.494,72.845,87.543,1,A,male,25-34,group3
68.193,92.116,59.328,0,A,female,45+,group2
78.585,40.026,61.752,1,B,male,35-44,group1
58.768,71.028,66.016,0,A,female,35-44,group1
80.647,83.125,79.716,1,B,female,45+,group2
28.07,74.582,40.003,1,B,male,35-44,group2
76.508,91.372,56.406,1,B,female,25-34,group3
68.536,47.034,68.746,0,B,female,35-44,group1
69.001,58.341,100,1,B,female,18-24,group1
65.228,70.565,68.745,0,A,male,45+,group3
44.074,63.734,53.657,1,A,female,25-34,group3
69.816,64.861,48.734,1,A,male,35-44,group3
70.304,74.984,75.411,1,A,female,18-24,group3
62.323,84.688,74.125,0,B,male,18-24,group1
78.718,67.285,72.329,1,B,male,18-24,group2
54.872,66.822,85.098,1,A,female,25-34,group2
80.539,71.194,55.126,0,B,male,45+,group3
79.577,77.25,66.775,1,A,female,35-44,group2
65.958,36.74,74.493,1,B,female,35-44,group1
83.978,52.376,61.359,1,A,male,25-34,group2
67.189,70.749,49.972,0,B,male,25-34,group2
60.059,57.994,65.708,0,A,male,45+,group2
49.615,80.995,66.402,1,B,female,35-44,group3
73.635,56.505,75.451,0,B,female,18-24,group1
72.323,67.402,63.661,0,B,male,25-34,group3
61.982,59.261,73.112,0,B,male,18-24,group1
62.892,59.45,57.067,0,A,female,35-44,group1
55.864,70.654,72.513,0,A,female,35-44,group2
77.072,72.84,68.428,1,A,female,18-24,group3
38.911,50.027,58.559,0,A,female,35-44,group2
88.401,74.938,55.418,1,B,female,25-34,group3
45.041,39.018,63.376,0,A,female,45+,group2
64.487,86.285,75.55,1,A,female,45+,group1
47.634,93.45,76.314,1,B,male,45+,group3
79.04,91.091,77.544,1,A,male,45+,group3
61.463,76.908,57.935,1,B,male,18-24,group1
91.469,100,85.056,0,B,female,25-34,group2
50.028,50.667,85.503,0,A,male,18-24,group2
77.826,52.143,70.214,1,B,female,18-24,group1
71.358,63.258,71.838,1,B,male,25-34,group1
57.637,51.706,78.873,1,B,female,45+,group1
84.319,81.81,80.715,1,B,female,18-24,group2
59.514,54.031,64.689,0,A,female,25-34,group1
75.383,69.338,71.768,1,A,female,25-34,group1
72.336,43.894,82.274,0,A,male,25-34,group3
59.865,33.311,92.165,1,A,male,25-34,group2
49.015,66.385,99.578,1,B,male,35-44,group3
61.842,40.871,68.243,1,A,female,35-44,group2
78.606,41.954,88.523,1,A,male,25-34,group1
98.169,69.567,67.628,1,A,male,45+,group1
89.141,62.382,71.82,1,A,female,35-44,group3
50.938,83.179,49.852,1,B,female,25-34,group1
63.233,73.894,52.606,0,B,female,35-44,group2
92.086,51.95,76.272,0,B,male,45+,group3
48.994,59.078,46.479,1,B,male,45+,group3
78.865,56.994,65.392,0,B,male,25-34,group1
56.317,52.245,61.193,0,B,male,45+,group1
51.823,36.012,78.727,1,A,female,35-44,group3
53.827,30.551,73.349,1,A,male,18-24,group2
30.445,50.846,59.933,0,A,female,35-44,group3
72.519,58.07,64.236,1,B,male,25-34,group1
91.594,71.549,81.804,1,A,female,18-24,group3
51.812,99.575,72.733,0,A,female,35-44,group2
83.318,74.121,59.728,1,A,female,35-44,group1
67.185,51.854,75.091,1,B,male,18-24,group3
41.011,95.472,69.037,1,B,male,45+,group3
71.872,39.676,53.905,1,B,female,18-24,group1
93.217,70.893,34.041,1,B,female,45+,group3
100,61.288,42.998,1,A,female,45+,group3
64.342,98.98,67.201,1,A,male,45+,group2
79.533,64.899,63.067,1,B,female,45+,group2
62.074,62.338,59.554,1,B,male,18-24,group2
82.014,66.253,100,1,B,female,25-34,group3
65.424,71.833,34.792,1,A,male,35-44,group2
89.785,74.363,82.632,1,A,female,45+,group1
69.771,61.576,72.718,1,B,female,25-34,group1
73.401,46.224,80.288,0,B,male,35-44,group1
62.075,59.572,69.047,0,A,male,35-44,group3
61.832,72.557,60.034,1,B,male,45+,group3
85.014,50.268,56.136,1,A,female,18-24,group1
84.899,67.334,86.223,1,B,female,35-44,group1
63.81,75.253,85.967,0,B,male,35-44,group2
90.982,76.372,61.65,1,A,male,35-44,group3
56.656,66.074,86.085,1,A,female,35-44,group2
100,83.791,80.064,1,A,female,35-44,group1
57.755,62.201,44.041,1,A,female,18-24,group3
70.172,78.895,80.969,0,B,male,45+,group3
65.379,100,92.686,1,A,male,45+,group2
66.872,74.384,73.681,1,B,female,25-34,group3
34.069,81.983,73.355,0,B,female,35-44,group1
54.55,33.736,55.341,1,A,female,25-34,group1
57.75,66.126,62.559,0,A,male,45+,group1
68.175,85.97,77.335,1,A,female,18-24,group2
66.716,82.549,52.758,1,A,female,45+,group3
56.53,54.702,55.859,0,A,male,25-34,group2
75.967,100,88.962,1,B,male,35-44,group1
51.583,55.019,73.964,0,B,male,25-34,group3
90.944,91.824,85.003,1,A,male,45+,group3
41.027,27.237,68.617,0,A,female,35-44,group2
61.428,81.343,56.809,0,A,male,35-44,group3
73.756,61.395,66.768,1,B,male,25-34,group2
100,95.211,64.348,1,A,female,25-34,group3
62.604,56.61,81.31,0,A,male,18-24,group3
22.698,53.449,77.389,0,A,female,25-34,group2
54.346,45.458,79.197,1,B,female,35-44,group2
80.888,75.889,61.856,1,A,female,18-24,group3
68.886,64.982,44.363,1,A,female,18-24,group2
84.811,74.866,63.449,1,B,female,35-44,group1
43.113,82.462,45.827,0,A,female,45+,group1
60.911,67.106,88.004,1,B,female,35-44,group2
63.976,45.814,63.984,0,B,female,25-34,group2
62.469,21.163,71.767,1,A,male,18-24,group2
42.744,49.161,83.148,0,A,male,25-34,group2
57.872,60.415,87.553,1,B,female,18-24,group1
60.361,66.497,59.395,1,B,male,25-34,group1
59.914,42.44,77.645,1,B,female,18-24,group2
58.862,66.792,85.511,1,B,male,35-44,group3
75.378,69.395,86.899,1,A,female,45+,group3
69.657,80.831,59.214,1,A,male,18-24,group1
75.989,65.523,92.329,0,B,female,45+,group2
67.317,59.166,63.737,1,B,male,35-44,group3
31.479,74.76,90.038,0,A,male,35-44,group2
56.706,60.332,78.015,1,A,female,45+,group1
61.155,44.007,67.577,1,A,male,25-34,group1
72.961,52.995,66.36,1,A,female,35-44,group3
56.211,57.216,59.909,1,A,male,35-44,group2
56.54,63.231,58.736,1,A,female,25-34,group1
40.122,48.857,41.118,0,A,female,45+,group2
42.471,76.26,28.838,1,B,female,25-34,group1
77.975,53.723,73.639,1,A,female,25-34,group2
64.814,55.139,92.374,1,B,male,45+,group2
54.347,67.484,52.944,0,B,male,45+,group3
65.29,77.032,81.739,1,A,female,35-44,group3
65.905,68.324,59.577,0,B,female,45+,group3
81.394,35.539,93.144,0,B,female,25-34,group2
75.214,87.492,55.427,0,A,male,35-44,group3
99.007,61.792,85.785,1,A,male,18-24,group3
82.188,32.841,100,1,B,male,18-24,group3
43.865,86.203,53.496,0,B,female,45+,group3
75.264,58.6,67.546,1,A,male,18-24,group3
35.746,60.805,66.181,1,B,female,18-24,group2
84.196,35.171,61.072,0,B,female,18-24,group2
90.989,79.029,52.249,1,B,female,45+,group2
55.958,70.032,75.265,1,A,male,18-24,group1
86.009,55.272,80.32,1,A,male,35-44,group3
76.839,59.37,80.477,1,A,male,18-24,group1
75.226,52.058,58.148,0,A,female,18-24,group1
68.313,55.4,90.685,1,A,male,25-34,group3
76.233,72.335,60.391,1,A,male,45+,group1
80.532,74.249,54.229,1,B,male,45+,group2
88.807,52.969,67.726,0,A,female,45+,group1
62.108,44.749,81.975,1,B,male,25-34,group2
43.053,62.232,100,1,A,male,25-34,group2
54.8,55.987,56.571,1,A,male,25-34,group2
82.797,50.691,75.991,1,A,male,18-24,group1
78.491,84.327,70.193,1,A,female,35-44,group2
50.798,64.719,83.531,1,B,male,45+,group1
70.844,26.432,55.378,0,B,male,18-24,group1
67.269,72.634,80.242,1,B,female,25-34,group3
47.75,100,81.835,0,A,female,25-34,group3
65.449,39.415,75.031,1,B,male,45+,group1
80.624,97.59,49.294,1,A,male,35-44,group1
77.968,53.616,83.079,0,B,female,45+,group1
60.626,35.602,76.052,0,A,male,45+,group2
72.753,77.374,49.478,1,A,male,35-44,group2
47.537,23.201,98.737,1,B,female,35-44,group2
73.604,63.984,69.993,1,A,male,35-44,group2
63.186,65.002,68.019,1,B,female,25-34,group1
74.691,54.89,89.47,1,A,male,25-34,group2
52.504,77.967,89.9,1,B,male,25-34,group1
85.971,55.109,86.612,1,A,male,18-24,group1
83.706,60.454,71.592,1,B,female,45+,group3
54.529,56.797,43.77,0,A,male,35-44,group2
69.952,28.685,71.45,0,A,female,45+,group3
68.911,78.967,73.42,1,B,female,45+,group2
86.693,47.416,69.814,1,B,male,35-44,group1
82.517,62.894,72.061,1,A,male,25-34,group2
93.522,71.724,70.051,1,A,female,35-44,group3
74.704,53.762,82.795,1,A,male,45+,group2
61.715,72.269,89.742,0,B,female,18-24,group2
64.694,64.913,55.329,1,B,female,35-44,group3
73.636,42.46,89.349,1,B,female,45+,group1
67.294,34.998,74.009,1,A,female,35-44,group3
59.864,71.768,69.693,1,A,male,18-24,group3
69.572,34.068,75.785,0,B,female,35-44,group2
65.119,52.696,52.715,0,A,female,25-34,group1
51.366,33.186,90.723,1,B,male,35-44,group3
86.176,93.815,52.742,1,B,male,35-44,group2
68.127,52.534,54.572,1,B,male,45+,group1
67.754,42.895,62.227,1,B,male,18-24,group1
93.152,43.317,60.035,1,B,female,25-34,group3
66.192,10.598,57.683,1,B,female,35-44,group3
82.027,67.098,76.58,1,A,female,45+,group1
68.134,46.267,60.03,1,A,male,45+,group2
59.804,78.312,57.332,1,A,male,45+,group1
63.283,86.559,62.121,1,B,female,25-34,group2
83.435,43.356,80.64,1,A,male,45+,group2
62.49,77.163,55.656,1,A,female,45+,group1
60.373,53.241,69.348,0,B,female,45+,group3
43.112,69.947,72.318,1,B,male,25-34,group1
76.115,65.762,89.027,0,A,female,45+,group2
85.019,33.92,78.819,0,A,male,18-24,group3
61.503,48.964,44.792,0,A,female,18-24,group3
82.765,50.048,65.92,0,B,female,45+,group2
46.636,95.598,79.386,0,A,male,45+,group3
88.235,53.829,47.09,1,A,male,45+,group3
78.358,50.992,76.64,0,B,female,25-34,group2
56.139,89.263,48.753,0,B,female,35-44,group1
74.521,35.221,78.393,0,B,male,35-44,group3
64.366,64.437,83.155,0,B,female,25-34,group1
53.912,58.81,49.62,1,B,female,35-44,group2
67.472,77.933,80.974,1,A,female,35-44,group2
50.946,28.677,68.473,0,A,male,35-44,group3
85.456,94.241,64.67,0,B,female,35-44,group3
82.248,47.492,71.374,0,B,female,45+,group1
70.467,74.883,52.452,1,A,male,25-34,group2
51.696,41.721,61.562,1,A,male,45+,group2
89.976,70.175,85.909,1,A,female,35-44,group3
62.347,51.655,68.493,0,A,female,45+,group3
65.965,53.985,80.912,1,A,female,25-34,group3
66.375,61.002,79.034,1,A,female,25-34,group3
71.813,61.054,71.357,1,B,male,18-24,group3
61.964,84.44,80.968,1,B,female,45+,group1
64.756,45.883,58.34,0,B,female,45+,group1
51.339,48.142,60.302,1,B,female,35-44,group2
76.136,54.911,67.157,1,B,male,35-44,group2
88.279,100,71.213,1,B,female,25-34,group2
69.568,38.145,93.089,1,B,female,25-34,group1
85.828,69.867,86.087,1,A,female,18-24,group1
73.898,91.04,65.914,1,B,female,35-44,group3
77.343,100,59.399,1,A,female,25-34,group2
36.974,71.209,67.41,1,B,male,25-34,group2
76.452,48.945,76.333,1,B,male,45+,group2
62.65,57.161,59.2,0,B,female,45+,group2
71.428,66.954,67.338,1,A,female,35-44,group2
55.258,51.948,69.174,1,B,male,25-34,group1
74.222,29.835,92.608,0,B,male,18-24,group3
86.371,80.304,67.809,0,A,male,45+,group1
83.161,100,87.258,1,A,male,25-34,group3
70.122,72.348,70.547,0,A,female,35-44,group3
88.856,65.935,64.796,0,B,male,18-24,group1
75.639,57.383,54.747,1,B,male,45+,group3
71.516,78.56,79.804,1,B,male,18-24,group1
53.528,81.596,100,0,B,female,18-24,group3
66.893,61.63,74.512,1,B,male,35-44,group3
71.9,58.656,86.98,0,A,female,25-34,group3
57.725,29.618,78.696,0,A,male,35-44,group2
52.327,55.985,74.46,0,B,female,25-34,group3
42.258,52.242,60.239,1,A,male,35-44,group1
81.055,46.206,71.924,0,B,male,25-34,group2
48.396,66.761,60.586,1,A,male,25-34,group1
64.482,70.555,92.093,1,A,female,25-34,group3
41.3,78.089,69.424,0,A,male,25-34,group2
95.837,95.582,97.791,1,B,female,25-34,group2
73.117,53.903,73.509,0,A,male,18-24,group2
89.972,50.019,86.983,1,A,female,25-34,group3
86.622,83.928,100,1,B,male,35-44,group2
81.481,77.87,95.225,1,B,male,35-44,group3
69.315,74.937,57.214,0,A,male,35-44,group2
58.143,50.964,36.136,1,B,female,18-24,group3
75.04,66.083,71.715,1,B,female,25-34,group1
58.965,57.979,69.257,0,A,male,18-24,group1
54.701,100,55.855,0,A,male,25-34,group1
78.619,67.277,58.873,0,A,male,18-24,group1
76.8,84.974,72.812,1,B,female,18-24,group2
52.521,81.974,61.887,1,A,male,18-24,group3
66.519,80.561,80.325,0,A,female,45+,group1
34.08,70.739,69.467,1,B,female,18-24,group2
82.116,76.426,54.094,1,A,male,45+,group3
74.209,68.966,45.945,1,A,female,25-34,group3
86.978,56.337,59.475,0,A,male,25-34,group3
61.671,72.14,67.671,0,B,female,35-44,group2
36.907,90.439,71.785,0,B,female,25-34,group1
86.269,66.515,75.653,0,A,female,45+,group2
59.955,48.641,57.853,1,B,male,25-34,group2
67.037,97.631,52.391,1,B,male,35-44,group1
69.602,61.343,71.415,1,B,male,18-24,group2
86.391,84.497,79.075,1,A,female,45+,group1
78.542,76.698,95.212,1,A,female,45+,group3
60.605,58.88,80.884,0,A,female,35-44,group3
52.95,79.748,87.764,1,B,female,25-34,group2
60.815,100,81.141,0,A,female,45+,group1
63.765,92.858,94.928,1,B,male,45+,group2
37.319,35.288,83.406,1,B,male,25-34,group3
73.979,54.109,58.925,1,A,female,45+,group1
78.298,79.084,67.205,1,B,female,25-34,group2
46.994,62.445,82.311,0,A,male,25-34,group3
60.806,52.173,86.331,1,B,female,45+,group1
86.632,37.124,89.979,1,A,male,35-44,group1
57.762,35.125,70.531,1,B,male,25-34,group3
56.603,83.338,66.646,1,B,female,45+,group3
51.329,64.077,90.636,1,B,male,35-44,group3
28.852,40.94,70.591,0,A,male,25-34,group3
31.818,60.126,55.944,0,A,male,45+,group3
82.602,47.763,86.061,0,A,female,18-24,group1
57.615,49.524,42.91,1,B,male,18-24,group2
75.795,61.367,68.736,0,B,male,18-24,group1
63.915,30.276,69.429,1,A,male,45+,group1
97.545,52.411,89.363,1,A,male,45+,group1
55.945,74.683,80.804,0,A,female,35-44,group3
39.695,68.947,64.304,0,B,male,25-34,group2
74.133,81.278,67.978,1,B,male,45+,group3
92.978,61.137,76.108,1,B,male,25-34,group1
64.433,53.714,85.923,0,B,female,45+,group3
79.636,55.972,81.039,1,B,male,25-34,group3
62.005,61.821,85.135,1,B,female,35-44,group3
67.939,69.431,91.3,1,A,male,18-24,group2
79.922,66.049,89.106,0,A,male,25-34,group1
70.866,78.699,54.921,1,B,female,45+,group1
54.161,72.17,79.139,1,B,male,35-44,group2
62.72,65.436,87.402,1,A,female,35-44,group3
70.056,81.497,58.644,0,B,male,18-24,group3
26.146,75.349,56.699,1,A,male,35-44,group3
48.962,56.527,82.103,0,B,female,25-34,group1
73.231,78.888,66.842,1,A,female,35-44,group1
68.772,55.409,53.613,1,A,male,45+,group3
82.294,71.421,54.092,1,B,male,25-34,group3
68.597,41.057,70.828,1,B,female,18-24,group3
61.932,95.781,66.942,0,B,female,25-34,group1
73.054,70.306,87.252,0,A,female,45+,group3
61.062,30.556,74.345,1,B,male,45+,group3
56.956,70.812,79.156,1,B,male,25-34,group3
74.709,65.25,52.946,1,B,female,35-44,group2
88.178,100,68.669,1,A,female,35-44,group1
67.719,74.451,88.06,1,A,male,18-24,group1
86.469,52.288,43.628,0,A,male,18-24,group3
52.885,34.675,47.263,0,A,female,45+,group1
62.116,74.226,40.144,1,A,male,35-44,group1
64.018,47.943,65.875,1,A,male,45+,group3
60.133,74.951,73.726,1,A,female,35-44,group1
58.582,55.95,44.183,1,B,female,45+,group3
59.892,53.512,85.669,1,A,male,45+,group3
88.435,68.436,71.522,1,B,male,45+,group2
95.429,63.503,72.833,1,B,male,35-44,group2
43.422,88.271,55.423,1,A,female,18-24,group2
100,73.21,60.227,1,A,male,18-24,group3
77.859,52.582,40.785,1,B,female,35-44,group3
63.808,44.486,52.604,1,A,female,35-44,group1
58.469,78.342,70.309,0,B,female,18-24,group2
46.862,89.761,77.435,1,B,female,45+,group1
70.454,89.378,62.531,0,B,male,35-44,group1
45.953,89.147,79.03,1,B,female,45+,group2
93.825,66.016,62.688,1,A,male,18-24,group3
83.14,52.984,75.069,0,A,female,18-24,group1
81.018,56.964,96.819,1,B,male,35-44,group3
50.317,57.873,100,1,A,male,25-34,group1
100,70.733,62.25,1,A,female,25-34,group1
49.957,86.372,47.602,0,A,female,45+,group3
77.76,25.18,55.71,1,A,female,35-44,group1
75.018,89.641,63.739,1,B,female,35-44,group2
73.821,74.035,89.267,1,A,female,25-34,group3
47.915,60.902,92.434,1,B,female,25-34,group3
100,59.673,47.919,1,A,male,18-24,group3
69.606,82.543,46.301,0,A,female,18-24,group3
56.739,61.547,69.209,0,A,female,18-24,group3
54.96,51.893,69.743,0,B,male,35-44,group3
43.753,29.495,78.169,1,B,male,45+,group1
79.302,53.348,95.114,1,B,female,45+,group2
71.798,82.86,83.896,1,B,male,25-34,group2
66.201,45.606,59.829,1,B,male,45+,group2
77.81,67.415,78.919,1,B,female,25-34,group1
61.148,55.191,74.237,0,B,male,45+,group2
73.954,69.669,87.358,1,B,male,18-24,group1
78.759,66.826,62.15,0,B,male,25-34,group2
63.956,47.823,78.327,0,A,male,25-34,group1
88.105,54.877,67.365,1,A,male,35-44,group3
35.452,96.849,56.416,1,A,female,18-24,group1
66.377,19.721,68.169,0,A,male,35-44,group1
73.531,60.721,58.908,1,B,male,45+,group2
93.844,91.771,54.838,1,A,female,25-34,group2
79.046,100,59.685,1,B,female,18-24,group3
60.896,72.565,91.204,0,A,female,45+,group2
71.054,100,63.712,1,B,female,45+,group1
77.879,87.592,56.244,1,B,female,35-44,group1
35.973,73.402,46.278,1,A,male,35-44,group3
59.911,75.294,30.447,0,B,female,45+,group1
64.179,77.593,73.32,1,A,male,35-44,group1
60.539,100,58.632,1,B,male,35-44,group1
48.438,51.322,64.693,1,A,female,18-24,group3
63.719,51.547,60.528,1,B,male,45+,group1
78.806,91.859,62.167,1,B,male,35-44,group1
98.67,44.111,87.865,1,B,male,35-44,group1
80.039,65.497,78.733,1,A,female,25-34,group1
63.605,36.021,53.395,1,A,female,18-24,group1
97.438,85.238,85.154,1,B,male,18-24,group3
69.339,64.525,72.635,1,A,female,18-24,group3
56.74,44.881,67.083,1,A,male,35-44,group3
65.525,41.065,79.713,1,B,female,45+,group2
54.735,78.91,83.75,0,A,female,25-34,group2
83.613,40.377,71.958,0,A,female,25-34,group1
83.875,34.937,81.633,0,B,male,35-44,group1
73.293,67.561,57.305,1,A,male,35-44,group1
89.574,91.692,67.001,1,B,female,45+,group1
77.36,48.343,69.214,1,B,female,35-44,group3
49.712,60.461,67.845,1,B,male,25-34,group1
34.623,73.735,62.597,0,B,male,35-44,group2
70.622,38.255,89.179,1,B,female,25-34,group2
75.585,59.23,79.235,1,B,female,45+,group3
64.278,71.806,85.543,1,B,female,35-44,group2
53.266,51.836,44.895,0,B,female,25-34,group2
80.393,91.944,63.618,1,A,male,18-24,group1
65.764,66.459,67.067,1,A,female,45+,group1
76.785,59.244,92.038,0,B,female,25-34,group3
83.286,66.921,70.823,1,A,male,45+,group1
100,47.732,90.942,1,B,male,35-44,group3
58.177,57.708,76.872,1,A,male,25-34,group3
51.217,65.03,50.429,1,A,male,18-24,group2
41.649,74.738,72.887,1,B,male,35-44,group1
55.565,54.257,60.751,0,A,male,25-34,group1
54.169,66.501,76.947,0,B,female,35-44,group2
60.841,99.743,80.81,1,A,female,35-44,group3
58.444,31.451,67.179,1,B,female,45+,group2
78.324,26.471,76.71,1,A,male,18-24,group2
77.971,74.015,66.443,1,B,female,45+,group2
92.714,90.776,89.776,1,A,female,35-44,group1
65.43,67.89,58.655,1,B,female,35-44,group3
73.682,65.208,66.035,1,A,male,35-44,group3
72.74,71.439,81.467,1,A,male,18-24,group1
89.654,39.399,82.177,1,B,male,35-44,group1
84.735,92.696,76.01,1,A,male,45+,group3
51.953,50.881,55.887,1,B,female,25-34,group1
70.254,77.852,86.257,1,A,male,18-24,group1
94.482,50.144,69.255,1,B,male,45+,group1
58.741,58.42,68.544,0,B,female,18-24,group1
67.048,66.26,71.39,1,B,female,45+,group1
44.797,87.034,70.282,1,B,male,35-44,group3
55.692,64.04,73.302,1,B,male,18-24,group3
95.929,73.418,68.713,1,B,female,25-34,group1
35.452,39.665,74.563,1,B,female,35-44,group2
98.009,67.627,76.084,0,B,female,18-24,group2
59.634,56.32,64.977,1,B,male,45+,group2
68.291,65.261,74.399,1,B,female,18-24,group3
68.998,47.855,82.3,1,B,female,35-44,group2
